caseid,weight,MDregvote,likelyvoter,Question25_treat,Question29_30_order,Question1,Question2,Question3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,Question14,Question14_other,Question15,Question16,Question17,Question18,Question19,Question20,Question21,Question22_1,Question22_2,Question22_3,Question22_4,Question22_5,Question22_6,Question22_7,Question22_8,Question22_9,Question22_99,Question23,Question24,Question25a,Question25b,Question26_1,Question26_2,Question26_3,Question26_4,Question26_5,Question26_6,Question26_7,Question26_8,Question26_9,Question26_10,Question26_19,Question26_99,Question27,Question28,Question29,Question30,urbanicity2,birthyr,gender,race,hispanic,educ,marstat,employ,ownhome,faminc_new,child18,pid3,pid7,presvote16post,presvote20post,inputstate,inputzip,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1899222504.0,1.06033761543519,Yes,Almost certain,Question25b,Question29 first,Donald Trump (Republican),Undecided,No,Very unfavorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very favorable,Very favorable,Very favorable,Very unfavorable,Immigration,__NA__,Very enthusiastic,"Abortion should not be legal at all, with no exceptions",Good,Better off than a year ago,Rarely,10.0,20.0,not selected,selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,No,30.0,not asked,Four of these statements,selected,selected,selected,selected,selected,selected,not selected,selected,selected,selected,not selected,not selected,Their pay is about right,Israelis,Strongly oppose,Strongly favor,Suburban area,1963.0,Female,White,No,High school graduate,Married,Full-time,Own,"$100,000 - $119,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Maryland,21108.0,Yes,Conservative,Only now and then,Protestant,More than once a week,Yes,Very important,Several times a day,2024-10-25T17:00:41.597,2024-10-25T17:20:29.207
1900032588.0,0.662741746153932,Yes,Almost certain,Question25a,Question30 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Very favorable,Very unfavorable,Very favorable,Very favorable,Very favorable,Somewhat favorable,Very unfavorable,Very favorable,Gun policy,__NA__,Very enthusiastic,Abortion should be legal and generally available,Good,About the same as a year ago,Never,22.0,6.0,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,No,100.0,Three of these statements,not asked,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,They should be paid the minimum wage or more ($15/hr),Palestinians,Strongly favor,Somewhat oppose,Big city,1973.0,Male,Black,No,Some college,Never married,Full-time,Rent,"$100,000 - $119,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,21239.0,Yes,Very liberal,Most of the time,Protestant,A few times a year,No,Not too important,Seldom,2024-10-25T17:19:52.856,2024-10-25T17:27:29.202
1898627174.0,0.579551328449112,Yes,Almost certain,Question25a,Question30 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,The economy/inflation,__NA__,Very enthusiastic,Abortion should be legal and generally available,Fair,Better off than a year ago,Rarely,48.0,47.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,100.0,Three of these statements,not asked,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Both equally,Strongly favor,Neither favor nor oppose,Smaller city,2003.0,Male,Black,No,4-year,Never married,Part-time,Rent,"$100,000 - $119,999",No,Democrat,Strong Democrat,Did not vote for President,Joe Biden,Maryland,21202.0,Yes,Very liberal,Some of the time,Protestant,More than once a week,Yes,Very important,Several times a day,2024-10-25T17:06:59.702,2024-10-25T17:29:15.262
1898990256.0,1.14764329285905,Yes,Very likely,Question25a,Question30 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Undecided,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Other,ALL THE ABOVE,Not sure,Not sure,Fair,About the same as a year ago,Occasionally,don't know,don't know,selected,selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,No,10.0,Three of these statements,not asked,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,"They should be paid more, but less than the minimum wage ($15/hr)",Not sure/No Opinion,Not sure,Not sure,Suburban area,1966.0,Female,Black,No,High school graduate,Divorced,Full-time,Rent,"$120,000 - $149,999",No,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Maryland,20746.0,Yes,Not sure,Only now and then,Protestant,Once a week,Yes,Very important,Several times a day,2024-10-25T17:40:21.242,2024-10-25T17:51:35.509
1898684392.0,1.9162743644019,Yes,Almost certain,Question25b,Question29 first,Donald Trump (Republican),Mike Scott (Libertarian),Yes,Very unfavorable,Very favorable,Very unfavorable,No opinion,Very unfavorable,Very unfavorable,No opinion,Very unfavorable,Very unfavorable,No opinion,The economy/inflation,__NA__,Very enthusiastic,Abortion should be legal with accessibility restrictions,Fair,Worse off than a year ago,Frequently,60.0,41.0,not selected,not selected,selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,No,30.0,not asked,Three of these statements,selected,not selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,Their pay is about right,Israelis,Neither favor nor oppose,Somewhat oppose,Small town,1989.0,Female,White,No,4-year,Married,Homemaker,Own,"$50,000 - $59,999",Yes,Independent,Lean Republican,Donald Trump,Donald Trump,Maryland,21921.0,Yes,Moderate,Most of the time,Something else,A few times a year,Yes,Somewhat important,Several times a day,2024-10-25T17:50:23.601,2024-10-25T17:58:57.042
1899507834.0,1.60726813956384,Yes,Almost certain,Question25a,Question30 first,Donald Trump (Republican),Larry Hogan (Republican),No,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Immigration,__NA__,Not too enthusiastic,Abortion should be legal with accessibility restrictions,Fair,Worse off than a year ago,Occasionally,14.0,16.0,not selected,not selected,selected,selected,selected,not selected,not selected,not selected,not selected,not selected,Yes,100.0,Three of these statements,not asked,selected,not selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,Their pay is about right,Israelis,Somewhat oppose,Somewhat oppose,Rural area,1983.0,Male,Other,No,Post-grad,Married,Full-time,Own,"$120,000 - $149,999",No,Independent,Independent,Donald Trump,Donald Trump,Maryland,21085.0,Yes,Liberal,Most of the time,Atheist,Never,No,Not at all important,Never,2024-10-25T13:29:36.227,2024-10-25T18:04:49.990
1897973998.0,0.872168888218848,Yes,Almost certain,Question25b,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very favorable,US Supreme court appointments,__NA__,Very enthusiastic,Abortion should be legal and generally available,Good,Better off than a year ago,Never,2.0,5.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,90.0,not asked,Three of these statements,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,They should be paid the minimum wage or more ($15/hr),Both equally,Strongly favor,Somewhat oppose,Suburban area,1975.0,Female,White,No,Post-grad,Married,Full-time,Own,"$200,000 - $249,999",Yes,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,21093.0,Yes,Very liberal,Most of the time,Nothing in particular,A few times a year,No,Not too important,Seldom,2024-10-25T18:03:53.523,2024-10-25T18:12:30.349
1900095184.0,0.784923172664636,Yes,Almost certain,Question25a,Question30 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Very favorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,No opinion,Somewhat unfavorable,No opinion,Very favorable,Abortion,__NA__,Very enthusiastic,Abortion should be legal and generally available,Excellent,Better off than a year ago,Never,5.0,4.0,not selected,not selected,selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,No,90.0,Three of these statements,not asked,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Not sure/No Opinion,Not sure,Not sure,Suburban area,1966.0,Female,White,No,4-year,Married,Part-time,Own,"$350,000 - $499,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,21144.0,Yes,Very liberal,Some of the time,Atheist,Never,No,Not at all important,Never,2024-10-25T18:05:20.384,2024-10-25T18:12:48.843
1899444212.0,1.74177367697856,Yes,Almost certain,Question25a,Question30 first,Donald Trump (Republican),Larry Hogan (Republican),No,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very favorable,No opinion,Very unfavorable,The economy/inflation,__NA__,Not at all enthusiastic,Abortion should be legal with accessibility restrictions,Fair,Worse off than a year ago,Occasionally,96.0,74.0,selected,selected,selected,selected,not selected,not selected,not selected,selected,not selected,not selected,Yes,57.0,Three of these statements,not asked,not selected,not selected,not selected,selected,selected,selected,not selected,selected,selected,selected,not selected,not selected,Their pay is about right,Israelis,Strongly oppose,Strongly favor,Suburban area,1987.0,Female,Hispanic,Yes,Post-grad,Married,Full-time,Own,"$70,000 - $79,999",No,Independent,Independent,Hillary Clinton,Donald Trump,Maryland,21225.0,Yes,Conservative,Some of the time,Roman Catholic,A few times a year,No,Somewhat important,A few times a month,2024-10-25T17:58:19.204,2024-10-25T18:14:42.859
1900108956.0,2.1689446682541,Yes,Almost certain,Question25a,Question29 first,Donald Trump (Republican),Larry Hogan (Republican),Yes,Very unfavorable,Very favorable,No opinion,Very favorable,Somewhat favorable,Very unfavorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Healthcare,__NA__,Very enthusiastic,Abortion should be legal and generally available,Fair,About the same as a year ago,Rarely,50.0,62.0,selected,selected,not selected,not selected,not selected,selected,not selected,selected,not selected,not selected,No,25.0,Three of these statements,not asked,not selected,not selected,not selected,selected,selected,not selected,not selected,not selected,selected,selected,not selected,not selected,They should not be paid at all,Both equally,Neither favor nor oppose,Neither favor nor oppose,Big city,1954.0,Female,White,No,High school graduate,Married,Retired,Own,"$50,000 - $59,999",No,Democrat,Not very strong Democrat,Donald Trump,Donald Trump,Maryland,21224.0,Yes,Moderate,Some of the time,Roman Catholic,Once a week,No,Very important,Once a day,2024-10-25T18:17:06.457,2024-10-25T18:22:10.366
1899410132.0,0.893945735149804,Yes,Almost certain,Question25b,Question30 first,Donald Trump (Republican),Larry Hogan (Republican),No,Very unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Never heard,No opinion,Very favorable,Never heard,Very unfavorable,Immigration,__NA__,Not at all enthusiastic,"Abortion should be legal within rare cases, i.e., rape, incest, life of the mother",Poor,Worse off than a year ago,Frequently,65.0,1.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,55.0,not asked,Three of these statements,selected,not selected,not selected,selected,selected,selected,not selected,selected,selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Israelis,Strongly oppose,Strongly favor,Rural area,1965.0,Male,White,No,Some college,Never married,Full-time,Own,"$30,000 - $39,999",No,Democrat,Strong Democrat,Donald Trump,Donald Trump,Maryland,21702.0,Yes,Moderate,Most of the time,Protestant,Once or twice a month,No,Somewhat important,Several times a day,2024-10-25T18:15:23.368,2024-10-25T18:27:04.911
1899760850.0,1.01798964986915,Yes,Almost certain,Question25a,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Very favorable,Very unfavorable,Very favorable,Somewhat favorable,No opinion,Somewhat favorable,Somewhat favorable,No opinion,The economy/inflation,__NA__,Very enthusiastic,Abortion should be legal and generally available,Fair,Worse off than a year ago,Not sure,78.0,100.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,83.0,Two of these statements,not asked,not selected,not selected,selected,not selected,selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Israelis,Strongly oppose,Neither favor nor oppose,Big city,1965.0,Male,Black,No,Some college,Married,Homemaker,Own,"$50,000 - $59,999",Yes,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,20785.0,Yes,Liberal,Most of the time,Protestant,A few times a year,Yes,Very important,Several times a day,2024-10-25T18:16:22.213,2024-10-25T18:29:43.163
1900095996.0,1.0395166610362,Yes,Almost certain,Question25b,Question30 first,Donald Trump (Republican),Larry Hogan (Republican),Yes,Very unfavorable,Very favorable,Somewhat unfavorable,Very favorable,Somewhat favorable,No opinion,Very unfavorable,No opinion,No opinion,Very unfavorable,Immigration,__NA__,Somewhat enthusiastic,"Abortion should be legal within rare cases, i.e., rape, incest, life of the mother",Good,Not sure,Never,0.0,0.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,80.0,not asked,Four of these statements,selected,not selected,not selected,selected,selected,not selected,not selected,selected,selected,selected,not selected,not selected,They should not be paid at all,Both equally,Strongly oppose,Strongly oppose,Suburban area,2002.0,Male,Hispanic,Yes,Some college,Never married,Student,Own,"$30,000 - $39,999",No,Other,Independent,Did not vote for President,Joe Biden,Maryland,21054.0,Yes,Not sure,Only now and then,Roman Catholic,Once or twice a month,No,Somewhat important,Once a week,2024-10-25T18:25:52.602,2024-10-25T18:31:09.212
1900097430.0,1.13196491405716,Yes,Almost certain,Question25a,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,No opinion,Somewhat favorable,Somewhat favorable,Somewhat favorable,No opinion,Climate,__NA__,Somewhat enthusiastic,Abortion should be legal and generally available,Poor,About the same as a year ago,Rarely,0.0,20.0,selected,not selected,selected,selected,not selected,selected,selected,not selected,not selected,not selected,No,100.0,Three of these statements,not asked,selected,selected,selected,selected,selected,selected,selected,not selected,selected,selected,not selected,not selected,Their pay is about right,Both equally,Neither favor nor oppose,Neither favor nor oppose,Suburban area,1954.0,Male,White,No,High school graduate,Married,Part-time,Own,"$80,000 - $99,999",No,Democrat,Not very strong Democrat,Other,Joe Biden,Maryland,21220.0,Yes,Moderate,Most of the time,Nothing in particular,Never,No,Not at all important,Never,2024-10-25T18:19:39.579,2024-10-25T18:33:01.215
1899094380.0,1.31430990901908,Yes,Almost certain,Question25b,Question29 first,Donald Trump (Republican),Angela Alsobrooks (Democrat),Undecided,Very unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Never heard,Very unfavorable,The economy/inflation,__NA__,Very enthusiastic,"Abortion should be legal within rare cases, i.e., rape, incest, life of the mother",Fair,Worse off than a year ago,Occasionally,2.0,2.0,selected,not selected,not selected,selected,not selected,selected,not selected,not selected,not selected,not selected,No,90.0,not asked,Three of these statements,selected,not selected,not selected,selected,selected,selected,not selected,selected,selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Israelis,Somewhat oppose,Somewhat oppose,Rural area,1977.0,Female,White,No,High school graduate,Married,Full-time,Own,"$70,000 - $79,999",No,Republican,Not very strong Republican,Did not vote for President,Donald Trump,Maryland,21911.0,Yes,Moderate,Most of the time,Roman Catholic,A few times a year,No,Not too important,A few times a week,2024-10-25T18:22:53.751,2024-10-25T18:34:09.253
1900107578.0,0.502194372702595,Yes,Almost certain,Question25b,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Somewhat favorable,Very favorable,Somewhat favorable,Never heard,Very favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,US Supreme court appointments,__NA__,Very enthusiastic,"Abortion should be legal within rare cases, i.e., rape, incest, life of the mother",Fair,Better off than a year ago,Occasionally,0.0,0.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,80.0,not asked,Four of these statements,selected,selected,not selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,They should be paid the minimum wage or more ($15/hr),Both equally,Somewhat favor,Strongly oppose,Smaller city,1962.0,Female,Black,No,2-year,Widowed,Permanently disabled,Rent,"$20,000 - $29,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,21801.0,Yes,Moderate,Most of the time,Protestant,More than once a week,Yes,Very important,A few times a week,2024-10-25T18:16:47.697,2024-10-25T18:34:19.667
1900099082.0,0.784923172664636,Yes,Almost certain,Question25b,Question29 first,Kamala Harris (Democrat),Larry Hogan (Republican),Yes,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Very favorable,No opinion,No opinion,Somewhat favorable,Somewhat favorable,Never heard,No opinion,The economy/inflation,__NA__,Somewhat enthusiastic,"Abortion should be legal within rare cases, i.e., rape, incest, life of the mother",Poor,Better off than a year ago,Frequently,1.0,1.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,74.0,not asked,Three of these statements,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Israelis,Strongly favor,Strongly favor,Small town,1964.0,Female,White,No,4-year,Married,Homemaker,Own,"$100,000 - $119,999",No,Independent,Lean Democrat,Other,Joe Biden,Maryland,20639.0,Yes,Moderate,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,2024-10-25T18:29:38.232,2024-10-25T18:38:07.876
1897974964.0,0.735632549650348,Yes,Almost certain,Question25b,Question30 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Never heard,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,US Supreme court appointments,__NA__,Somewhat enthusiastic,Abortion should be legal and generally available,Fair,Better off than a year ago,Rarely,don't know,don't know,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,80.0,not asked,Three of these statements,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Palestinians,Somewhat favor,Strongly oppose,Suburban area,1988.0,Male,White,No,Post-grad,Married,Full-time,Own,"$200,000 - $249,999",Yes,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,20716.0,Yes,Very liberal,Most of the time,Nothing in particular,Seldom,No,Not at all important,Never,2024-10-25T18:35:08.270,2024-10-25T18:42:32.594
1900135754.0,4.96739159493753,Yes,Almost certain,Question25a,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Somewhat unfavorable,Very favorable,Abortion,__NA__,Not too enthusiastic,Abortion should be legal and generally available,Fair,Worse off than a year ago,Occasionally,don't know,don't know,not selected,selected,selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,No,80.0,Three of these statements,not asked,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,They should be paid the minimum wage or more ($15/hr),Palestinians,Strongly favor,Strongly oppose,Smaller city,2001.0,Female,White,No,Some college,Never married,Part-time,Rent,"$20,000 - $29,999",No,Democrat,Strong Democrat,Did not vote for President,Joe Biden,Maryland,21204.0,Yes,Very liberal,Some of the time,Atheist,Never,No,Not at all important,Never,2024-10-25T18:37:01.254,2024-10-25T18:43:00.245
1900095988.0,1.21021497464474,Yes,Almost certain,Question25a,Question30 first,Other,Angela Alsobrooks (Democrat),Yes,Somewhat unfavorable,Very unfavorable,Somewhat favorable,No opinion,No opinion,Never heard,Very favorable,Very unfavorable,Never heard,Very favorable,Climate,__NA__,Not too enthusiastic,Abortion should be legal and generally available,Fair,Worse off than a year ago,Rarely,0.0,0.0,selected,selected,selected,not selected,selected,selected,not selected,selected,not selected,not selected,Yes,60.0,Three of these statements,not asked,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,They should be paid the minimum wage or more ($15/hr),Palestinians,Strongly favor,Strongly oppose,Suburban area,1999.0,Male,White,No,4-year,Never married,Part-time,Rent,"$10,000 - $19,999",No,Other,Independent,Did not vote for President,Other,Maryland,21227.0,Yes,Very liberal,Some of the time,Jewish,Once a week,No,Very important,Several times a day,2024-10-25T18:23:09.869,2024-10-25T18:43:04.824
1899580654.0,0.805045151025457,Yes,Almost certain,Question25b,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Very favorable,Somewhat unfavorable,Very favorable,Never heard,Very favorable,Very favorable,Never heard,Very favorable,Gun policy,__NA__,Very enthusiastic,Abortion should be legal and generally available,Good,Better off than a year ago,Never,0.0,0.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,100.0,not asked,Two of these statements,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Both equally,Strongly favor,Somewhat favor,Suburban area,1948.0,Male,White,No,4-year,Married,Retired,Own,Prefer not to say,No,Independent,Lean Democrat,Hillary Clinton,Joe Biden,Maryland,20901.0,Yes,Liberal,Most of the time,Agnostic,Never,No,Not at all important,Seldom,2024-10-25T18:05:43.386,2024-10-25T18:43:21.922
1900096918.0,0.660067415566944,Yes,Almost certain,Question25b,Question30 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Very favorable,Very unfavorable,Very favorable,No opinion,Very favorable,Somewhat favorable,Somewhat favorable,Very favorable,Racial and ethnic inequality,__NA__,Very enthusiastic,Abortion should be legal and generally available,Fair,Worse off than a year ago,Frequently,61.0,51.0,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,No,91.0,not asked,Three of these statements,not selected,not selected,selected,not selected,selected,selected,selected,not selected,not selected,not selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Both equally,Strongly favor,Somewhat favor,Small town,1957.0,Male,Black,No,Some college,Never married,Retired,Rent,"$50,000 - $59,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,20722.0,Yes,Very liberal,Some of the time,Nothing in particular,Seldom,Yes,Very important,Seldom,2024-10-25T18:31:51.485,2024-10-25T18:45:43.262
1900117058.0,0.336947034696145,Yes,Almost certain,Question25a,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Very unfavorable,Very favorable,US Supreme court appointments,__NA__,Not sure,Abortion should be legal and generally available,Poor,About the same as a year ago,Frequently,0.0,1.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,don't know,Three of these statements,not asked,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,They should be paid the minimum wage or more ($15/hr),Palestinians,Strongly favor,Strongly oppose,Suburban area,1980.0,Female,White,No,Post-grad,Separated,Unemployed,Own,Prefer not to say,No,Independent,Lean Democrat,Hillary Clinton,Joe Biden,Maryland,21209.0,Yes,Very liberal,Most of the time,Nothing in particular,Never,No,Not at all important,Never,2024-10-25T18:41:58.666,2024-10-25T18:48:34.063
1898581518.0,0.666825547867858,Yes,Almost certain,Question25b,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Somewhat favorable,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable,No opinion,The economy/inflation,__NA__,Very enthusiastic,"Abortion should be legal within rare cases, i.e., rape, incest, life of the mother",Good,Better off than a year ago,Never,48.0,41.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,54.0,not asked,One of these statements,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,They should be paid the minimum wage or more ($15/hr),Israelis,Strongly oppose,Strongly favor,Big city,1984.0,Male,Black,No,4-year,Married,Part-time,Own,"$150,000 - $199,999",Yes,Independent,Independent,Donald Trump,Did not vote for President,Maryland,21201.0,Yes,Very liberal,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,2024-10-25T18:38:34.416,2024-10-25T18:51:25.167
1899265316.0,1.06347780248148,Yes,Almost certain,Question25a,Question30 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Somewhat favorable,Very unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Never heard,Very favorable,Somewhat unfavorable,Very unfavorable,Very favorable,Climate,__NA__,Very enthusiastic,Abortion should be legal and generally available,Poor,About the same as a year ago,Rarely,0.0,0.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,95.0,Three of these statements,not asked,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,They should be paid the minimum wage or more ($15/hr),Palestinians,Strongly favor,Strongly oppose,Suburban area,1998.0,Male,White,No,4-year,Never married,Part-time,Other,"$60,000 - $69,999",No,Other,Lean Democrat,Gary Johnson,Joe Biden,Maryland,21001.0,Yes,Very liberal,Most of the time,Atheist,Never,No,Not at all important,Never,2024-10-25T18:16:58.194,2024-10-25T18:51:27.646
1900097538.0,0.57823162485956,Yes,Almost certain,Question25a,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Very favorable,Somewhat favorable,Very favorable,Never heard,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Healthcare,__NA__,Very enthusiastic,Abortion should be legal and generally available,Poor,Worse off than a year ago,Frequently,9.0,1.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,60.0,Three of these statements,not asked,selected,selected,not selected,selected,selected,selected,not selected,selected,selected,selected,not selected,not selected,Their pay is about right,Palestinians,Strongly favor,Neither favor nor oppose,Suburban area,1961.0,Male,White,No,High school graduate,Never married,Permanently disabled,Own,"$20,000 - $29,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,20748.0,Yes,Liberal,Some of the time,Nothing in particular,Never,No,Not at all important,Never,2024-10-25T18:28:56.939,2024-10-25T18:52:08.951
1900097462.0,0.742725781971538,Yes,Almost certain,Question25b,Question30 first,Kamala Harris (Democrat),Larry Hogan (Republican),Yes,Very favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable,Somewhat favorable,No opinion,The economy/inflation,__NA__,Very enthusiastic,Abortion should be legal and generally available,Fair,About the same as a year ago,Occasionally,5.0,2.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,90.0,not asked,Three of these statements,not selected,not selected,not selected,selected,selected,selected,not selected,not selected,selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Both equally,Somewhat favor,Somewhat oppose,Small town,1951.0,Female,White,No,High school graduate,Widowed,Retired,Rent,"$10,000 - $19,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,21850.0,Yes,Moderate,Most of the time,Protestant,Once or twice a month,No,Very important,A few times a month,2024-10-25T18:44:50.441,2024-10-25T18:52:17.160
